school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
香港理工大学,科技应用数学（精算及投资科学）理学硕士,MSc Applied Mathematics for Science and Technology (Actuarial and Investment Science),"商科,金工金数,理学院",专业方向: 金工金数 入学时间: 9月 项目时长: 2年 项目学费: 141000港币/年,具有荣誉学士学位或同等学历，需要工程、计算机科学、基础科学、商业、经济学背景 需要说明所取得的所有相关专业资格/考试成绩，例如精算师协会（SOA）考试成绩,香港理工大学科技应用数学（精算及投资科学）理学硕士课程致力于为学生打下精算和投资学的坚实基础。在完成了该课程后，毕业生将成为能够解决商业和社会问题的领军人才，能够识别、量化、评估或管理风险所涉的财务问题。,{{ per_lang.name }},概率论与随机模型 (Probability & Stochastic Models) 统计推断 (Statistical Inference) 金融数学 (Mathematics of Finance) 损失模型与风险分析 (Loss Models & Risk Analysis) 投资学 (Investment Science) 寿险精算 (Life Contingencies) 信度理论 (Credibility Theory ) 优化方法 (Optimization Methods) 科技数学建模 (Mathematical Modelling for Science & Technology) 应用线性模型 (Applied Linear Models) 衍生工具定价数学 (Mathematics of Derivative Pricing) 统计数据挖掘 (Statistical Data Mining) 模拟仿真 (Simulation) 决策分析 (Decision Analysis) 论文 (Dissertation),,hongkong,香港理工大学_科技应用数学（精算及投资科学）理学硕士.json
香港中文大学,音乐表演文学硕士（CUHK-Shenzhen）,MA Music Performance (CUHK-Shenzhen),"社科,艺术,深圳校区",专业方向: 艺术 入学时间: 9月 项目时长: 2年 项目学费: 120000人民币/年,申请者需毕业于认可的大学并获得学士学位，需要提供B等级证明，或获得等同大学本科的资历 需要提交曲目填报表,香港中午大学（深圳）音乐表演文学硕士课程具备独一无二的整体设计，让学生接受更加多元化的音乐教育，目的是培养有学识的专业表演者、全面发展的音乐家。管弦专业毕业生能够成为独奏家以及室内乐组合、管弦乐团的成员；钢琴专业毕业生能够成为独奏者和称职的伴奏者；声乐专业毕业生能够担任歌剧、音乐剧和其他独唱角色的演唱家；指挥专业毕业生能够在国内和国际舞台上献演，同时也能成为社区艺术家，帮助成立和指挥大小艺术团体，丰富人们的文化生活。 随着中国尤其是大湾区经济的快速增长，人们对于可持续的、具有前瞻性和充满活力的文化生活有了更迫切的需求，而音乐无疑是最重要的文化活动之一。香港中午大学（深圳）音乐表演硕士课程通过对音乐素养及音乐表演的综合训练，能够让学生的音乐才华和实践技能得到显著提升。毕业生将成为在国际舞台上表现出色的高素质音乐表演人才，为深圳、为大湾区、为中国的音乐文化建设做出重要贡献。,{{ per_lang.name }},语言和词汇 I (Languages and Diction I) 语言和词汇 II (Languages and Diction II) 实践培训 I (Practical Training I) 实践培训 II (Practical Training I) 乐谱阅读技巧和辅导 I (Score Reading Techniques and Coaching I) 指挥艺术 1 (The Art of Conducting) 管弦乐文学与风格简史 I (A Brief History of Orchestral Literature and Styles I) 高级指挥培训课程 I (Advanced Conducting Training Course I) 歌剧与合唱指挥 I (Opera and Choral Conducting I) 高级指挥培训课程 III (Advanced Conducting Training Course III) 实践训练 III (Practical Training III) 实践训练 IV (Practical Training IV) 乐谱阅读技巧与辅导 (Score Reading Techniques and Coaching II) 管弦乐文学与风格简史 II (A Brief History of Orchestral Literature and Styles II) 高级指挥培训课程 IV (Advanced Conducting Training Course IV) 高级指挥培训课程 II (Advanced Conducting Training Course II) 歌剧与合唱指挥 II (Opera and Choral Conducting II),,hongkong,香港中文大学_音乐表演文学硕士（CUHK-Shenzhen）.json
香港中文大学,日本研究文学硕士,MA Japanese Studies,"社科,国际关系,文学院",专业方向: 国际关系 入学时间: 9月 项目时长: 1年 项目学费: 150000港币/年,需要提供B等级证明，持有认可大学之学士学位，或在高等教育机构完成学习课程并获得相当于学士学位的专业或类似资格,香港中文大学日本研究文学硕士课程旨在通过跨学科和多学科的研习，为学生提供日本研究的严谨教育。课程完结时，学生能够：识别和批判性地分析主要社会学理论及方法以研究日本社会和文化；识别和清晰地表达影响现代日本的主要社会和文化问题；认识及用适当的研究方法了解各种日本社会和文化问题；对日本作批判性和建设性的思考，和能以批判性思维去分析其他社会及在日常情况下採取积极行动。,{{ per_lang.name }},"通过日本的语言和文化分析日语沟通的模式 (Japanese Communication through Language and Culture) 日本传统文化及现代社会 (Tradition and Modernity in Contemporary Japan) 日本硏究的理论及方法 (Theory and Methods in Japanese Studies) 以日语为第二语言的日语教学 (Teaching Japanese as a Second Language (JLPT N1 required)) 日语语言学 (Japanese Linguistics (JLPT N2 required)) 中日传译 (Chinese-Japanese Interpretation and Translation (JLPT N1 required)) 日本迈向现代的历史轨迹 (Japan’s Modern Transformations, 1600-1945) 流行文化的批判性分析 (Critical Analysis of Popular Culture) 日本电影专题研究 (Thematic Study of Japanese Films) 历史视野中的日本文学 (Japanese Literature in Historical Perspective) 日本人类学 (Anthropology of Japan) 战后日本史 (History of Postwar Japan) 近代日中关系 (Contemporary Japan-China Relations) 日本文化哲学 (Philosophy in Japanese Culture) 日本文化身份认同的一个剖析 (Japanese Cultural Identity) 日本管理：工作、文化及资本主义 (Japanese Management: Work, Culture and Capitalism) 日本研究专题特讲 (Special Topics in Japanese Studies) 日语专论 (Special Topics in Japanese Languages (may be repeated for credit)) 独立专题研究 (Independent Research Project)",,hongkong,香港中文大学_日本研究文学硕士.json
香港科技大学,化学与能源工程理学硕士,MSc Chemical and Energy Engineering,"工科,化工,工程学院",专业方向: 化工 入学时间: 2/9月 项目时长: 1年 项目学费: 184800港币/年,具有学士学位或同等学历并且达到二等荣誉学位，需要化学工程、能源工程或相关领域背景 不具备化学工程或能源工程背景学士学位的学生需要修读至少5门基础课程,香港科技大学化学与能源工程理学硕士项目的主要课程由能源、环境和纳米技术三大块组成，这是化学工程的三个关键领域，科大在这一专业领域享誉全球。此外，该项目培养学生对产品开发、材料科学、能源转换和利用、可再生能源、发电、碳中和和可持续发展的理解和专业知识。,{{ per_lang.name }},"多相催化理论与实践 (Theory and Practice in Heterogeneous Catalysis) 发电技术 (Power Generation Technologies) 脱碳技术 (Decarbonization Technologies) 能源、环境与可持续发展 (Energy, Environment and Sustainable Development) 电化学能源技术 (Electrochemical Energy Technologies) 过程反应器选择与设计 (Process Reactor Selection and Design) 高级分离工程 (Advanced Separation Processes) 高分子与材料表征技术 (Polymer and Materials Characterization Techniques) 过程安全管理与风险分析 (Process Safety Management and Risk Analysis) 加工工业的能源整合与优化 (Energy Integration and Optimization for Process Industry) 化学产品工程 (Chemical Product Engineering) 专题 (Special Topics) 独立项目 (Independent Project) 高级控制与数据科学 (Advanced Control and Data Science) 能源政策 (Energy Policy)",,hongkong,香港科技大学_化学与能源工程理学硕士.json
香港大学,教育学硕士（常规方向）,Master of Education (Generalist Strand),"社科,教育,教育学院",专业方向: 教育 入学时间: 9月 项目时长: 1年 项目学费: 229800港币/年,具有学士学位或同等学历,香港大学教育学（通识方向）硕士项目没有专业课程。它允许学生根据兴趣或需要选择不同领域的七门选修课， 不希望就读某一特定专业方向的申请者可以考虑这个方向。香港大学教育学（通识方向）硕士项目旨在满足经验丰富的教育工作者以及过渡到教育部门的专业人员的需要，包括教师、管理人员、政策制定者和其他致力于改善教育的人。项目寻求来自不同背景的学生，不仅是教育领域，也包括金融、法律和艺术等领域。,{{ per_lang.name }},"教育问题与研究 (Educational Issues and Research) 研究项目或专业作品集 (Research Project or Professional Portfolio) 统计方法概论 (Introduction to Statistical Methods) 定性研究方法：研究设计、数据收集与分析 (Qualitative Methods: Research Design, Data Collection and Analysis) 教育中的叙述分析 (Narrative Analysis in Education) 教育评价研究方法 (Methods for Evaluation Research in Education) 心理测量学原理与方法概论  (Introduction to Psychometric Principles and Methods) 课程比较视角 (Comparative Perspectives on Curriculum ) 文学与英语语言艺术 (Literature and Language Arts in English)",,hongkong,香港大学_教育学硕士（常规方向）.json
香港大学,仲裁与调解法学硕士,LLM Arbitration and Dispute Resolution,"社科,法律,法学院",专业方向: 法律 入学时间: 9月 项目时长: 1年 项目学费: 220000港币/年,(1) 具有法律学士学位或同等学历，至少达到二等荣誉学位；或 (2) 具有法律以外学科的学士学位且至少达到二等荣誉学位，并具备至少2年相关经验和/或专业资格；或 (3) 通过英格兰与威尔士普通职业考试或大学普通职业考试，并具有学士学位或同等学历且达到二等荣誉学位,香港是进行香港、中国内地及其它亚洲地区间国际商业与金融投资争端仲裁和调解的理想场所。因此，在2007到2008年间，香港大学法学院开设了仲裁与调解法学硕士课程，旨在使专业人士掌握各种争议解决方法的知识、技能与专业知识，包括协商、调停和仲裁。香港大学仲裁与调解这一全新的法学硕士专业课程接受法律或非法律专业背景的学生申请，它同时也是香港大学法学院发起的仲裁与调解教学研究综合议案中必不可少的一部分。香港大学仲裁与调解法学硕士课程旨在：为学生们提供经过专业认证的跨学科教学与研究课程，包括协商、调停、仲裁和纠纷调解；与当地与海外学者以及专业调解人员建立起纠纷调解专家合作网络，共同着眼于亚太地区的仲裁与调解；为学生们提供与主要调解专业人员以及协商、调停、仲裁和纠纷调解领域专业学者互动交流的机会；为学生提供一系列的仲裁与调解相关的学术会议、研讨会、工作坊和讲座的机会；帮助学生建立起强有力的校友联络网。,{{ per_lang.name }},"公司治理与股东救济措施 (Corporate governance and shareholder remedies) 国际与比较知识产权法 (International and comparative intellectual property law) 中国投资法 (China investment law) 预防性法律：冲突预防方法 (Preventative law: Approach to conflict prevention) 国际商事仲裁 (International commercial arbitration) 网络纠纷调解 (Online dispute resolution) 国际组织 (International organisations) 企业冲突 (Corporate conflicts) 中国法律当前问题 (Current issues in Chinese law) 金融争端调解：香港与国际视角 (Financial dispute resolution: Hong Kong and international perspectives) 国际仲裁：实践、过程与策略 (International arbitration: practice, process & strategy) 国际贸易法（一） (International trade law I) 协作法与实践 (Collaborative law and practice) 仲裁裁决书写作 (Arbitration award writing)",,hongkong,香港大学_仲裁与调解法学硕士.json
香港中文大学,对外英语教学文学硕士,MA Teaching English to Speakers of Other Languages,"社科,教育,教育学院",专业方向: 教育 入学时间: 9月 项目时长: 1年 项目学费: 129000港币/年,毕业于受认可大学并获得英语或相关领域（如语言学、文学与翻译）的学士学位，需要提供B等级证明 或在高等教育机构完成学习课程并获得相当于学士学位的专业或类似资格,香港中文大学对外英语教学文学硕士课程旨在为学生提供对外英语教学方面的高级研究、理论和实践基础，以满足英语教师和其他TESOL专业人士在亚洲和其他地区的一系列教育背景下的专业发展需求。具体来说，香港中文大学对外英语教学文学硕士项目旨在帮助学生具备TESOL研究和实践的关键概念和原理方面的知识，培养他们反思理论与实践联系的能力，使他们能够通过独立探究，分析、探索和评判TESOL方面的突出问题，使他们能够在TESOL领域中获得持续专业发展。,{{ per_lang.name }},对外英语教学课程与方法论 (TESOL Curriculum and Methodology) 第二语言习得 (Second Language Acquisition) 第二语言评估 (Second Language Assessment) 对外英语教学研究方法 (Research Methods in TESOL) 英语语言教学中的语音学与音系学 (Phonetics and Phonology for English Language Teaching) 英语语言教学中的词法与句法 (Morphology and Syntax for English Language Teaching) 英语语言教学中的口语与书面话语 (Spoken and Written Discourse for English Language Teaching) 英语文学 (Literature in English) 英语语言教学中的当代问题 (Contemporary Issues in English Language Teaching) 英语语言教学中的信息与通信技术 (Information and Communication Technology in English Language Teaching) 独立研究项目 (Independent Research Project),,hongkong,香港中文大学_对外英语教学文学硕士.json
香港中文大学,中国语言文学文学硕士（CUHK-Shenzhen）,MA Chinese Language and Literature (CUHK-Shenzhen),"社科,语言,深圳校区",专业方向: 语言 入学时间: 9月 项目时长: 1年 项目学费: 160000人民币/年,不限专业背景，对中国语言文学抱有浓厚兴趣，并具备一定学术基础 毕业于认可的大学并获得学士学位，需要提供B等级证明 或在高等教育机构完成了学业，并且获得了与荣誉学位相当的职业资格或类似资格 鼓励申请者提交有代表性的个人作品（若有，不超过三项）,香港中文大学（深圳）中国语言文学文学硕士项目由具有丰富教学及研究经验的教师授课，所授课程包括本专业的不同研究方向，如语言文字、文献学、古典文学、现代文学、文艺学等。本项目旨在把学生培养成为具有创造力和独立思考能力的专业人士，能够胜任各行各业的相关工作，为未来的职业发展以及继续深造做好准备。完成学业、成绩合格者将获得香港中文大学颁发的文学硕士学位。,{{ per_lang.name }},"语言、文学与文化高级专题研讨课 (Advanced Seminar on Language, Literature and Culture) 研究方法与论文写作高级专题研讨课 (Advanced Seminar on Research Methods and Dissertation Writing) 语言学专题 (Special Topics in Linguistics) 语文学专题-- (Special topics in Philology--Special Topic in Linguistics) 汉语构词与句法研究 (Study on Chinese Word-Formation and Syntactic Study--) 汉语方言学 (Chinese Dialectology) 古代文献专题 (Special Topics in Ancient Documents) 中国简帛学 (Chinese Bamboo Slip and Silk) 古典文学专题：小说 (Special Topics in Classical Literature: Fiction) 古典文学专题：戏曲 (Special Topics in Classical Literature: Opera) 古典文学专题：散文 (Special Topics in Classical Literature: Prose) 古典文学专题：诗歌 (Special Topics in Classical Literature: Poetry) 古典文学专题：文学批评 (Special Topics in Classical Literature: Literary Criticism) 现代文学专题 (Special Topics in Modern Literature) 香港文学研究 (Hong Kong Literature Studies) 文学与电影 (Literature and Film) 中国特色社会主义理论与实践研究 (Research on the Theory and Practice of Socialism with Chinese Characteristics) 马克思主义与社会科学方法论	 (Marxism and Methodology of Social Science) 自然辩证法概论 (Dialectics of Nature)",,hongkong,香港中文大学_中国语言文学文学硕士（CUHK-Shenzhen）.json
香港中文大学,社会学文学硕士,MA Sociology,"社科,社会学与社工,社会科学学院",专业方向: 社会学与社工 入学时间: 9月 项目时长: 1年 项目学费: 173250港币/年,毕业于受认可大学并获得学士学位，不限专业背景，需要提供B等级证明，或在高等教育机构完成学习课程并获得相当于荣誉学位的专业或类似资格,香港中文大学社会学文学硕士课程将透过社会学的观点来分析各类社会现象，以提升个人批判思考及探究问题的能力，锐化分析视野及拓展社会研究知识。所探讨的题材将包括个人与社会、社会与文化、科技发展与环境变迁对社会的影响等。,{{ per_lang.name }},社会学与现代生活 (Sociology and Modern Life) 解读香港社会 (Decoding Hong Kong Society) 社会探究方法 (Methods of Social Inquiry) 社会研究统计 (Statistics for Social Research) 社会学理论视野 (Theoretical Perspectives in Sociology) 当代中国社会 (Contemporary Chinese Society) 全球化：挑战与应对 (Globalization: Challenges and Responses) 社会问题与不平等 (Social Problems and Inequalities) 教育与社会问题 (Issues in Education and Society) 日常生活中的阶级分类 (Doing Class in Everyday Life) 论文项目 (Thesis Project) 犯罪与刑事司法 (Crime and Criminal Justice),,hongkong,香港中文大学_社会学文学硕士.json
香港理工大学,工业物流系统理学硕士,MSc Industrial Logistics Systems,"工科,工业工程,工程学院",专业方向: 工业工程 入学时间: 9月 项目时长: 1.5年 项目学费: 154000港币/年,具有学士学位或专业资格或同等学历,香港理工大学工业物流系统硕士课程是为针对新经济下物流业的转变而设计。课程教授崭新的物流信息科技及管理方案，以优化生产管理模式，让学生可提供顾客适宜及创新的解决方案。 课程亦为从事物流管理及系统工程的从业人员提供进修的机会，让他们学习深化生产策划及服务有关专门技术，如策划，组织，雇用职员，员工培训，估计，报告，监测，检测，协调和信息管理等。此外，香港理工大学工业物流系统硕士课程亦筹办多项实地考察团，更安排学生到内地大学上课、交流及参观当地物流设施。,{{ per_lang.name }},环球运作及物流管理 (Global Operations & Logistics Management) 企业资源规划 (Enterprise Resources Planning) 物流信息系统 (Logistics Information Systems) 供应链管理推动技术 (Supply Chain Management Enabling Technologies) 存仓及物料管理系统 (Warehousing & Material Handling Systems) 过程与业绩管理 (Process & Performance Management) 中国物流现状 (Contemporary Logistics Issues in China) 风险管理 (Risk & Crisis Management) 车队管理与货运 (Fleet Management and Freight forwarding) 西格玛管理法 (Managing Six Sigma) 知识工程与管理原理 (Principles of Knowledge Engineering & Management) 工作流程设计及管理 (Workflow Design & Management) 优化建模及其应用 (Optimization Modeling & Applications) 航运经济与市场 (Shipping Economics and Markets) 中国交通物流 (Transport Logistics in China),,hongkong,香港理工大学_工业物流系统理学硕士.json
香港城市大学,专业会计与企业管治理学硕士,MSc Professional Accounting and Corporate Governance,"商科,会计,商学院",专业方向: 会计 入学时间: 9月 项目时长: 1年 项目学费: 309000港币/年,申请专业会计方向：申请者必须持有认可大学的非会计学位，或持有城大认可的同等学历 申请企业管治方向：申请者必须持有认可大学的学位或认可机构的专业会员资格，或持有城大认可的同等学历,香港城市大学专业会计与企业管治硕士生项目旨在为学生提供一个活跃的学习氛围，将他们培养成香港乃至大中华地区专业会计与企业管治领域的领导者。 通过对香港城市大学专业会计与企业管治硕士学位课程的学习，学生将能够运用创新性、批判性思维，定性、定量分析技能解决与会计和管治相关的实际商业问题；学会解释、分析和运用与会计和企业管治相关的规章制度；能够意识到并正确应对会计与企业管治领域内会遇到的道德困境和法律问题，合理运用相关部门制定的相关的伦理和法律守则；学会采用多学科的方法，运用创造性批判性的思维解决会计和企业管治中的实际问题；不管是独自一人还是在一个团队中都能高效地沟通、工作及管理。,{{ per_lang.name }},"企业管治方向 (Corporate Governance Stream) 企业管治 (Corporate Governance) 商业经济学 (Economics for Business) 财务管理 (Financial Management) 商务和公司相关法律 (Law Relating to Business and Companies) 高级税务 (Advanced Taxation) 商业道德 (Business Ethics for Professional Accountants and Company Secretaries ) 公司会计I (Corporate Accounting I) 公司会计II (Corporate Accounting II) 公司和证券法规与实践 (Companies and Securities Regulations and Practice) 公司法、就业法及商业法 (Corporate, Employment and Business Law) 人力资源管理 (Human Resources Management) 战略管理及商务策略 (Strategic Management and Business Policy ) 成本会计和管理会计 (Cost and Management Accounting ) 审计 (Auditing ) 会计信息系统专业会计方向 (Accounting Information SystemsProfessional Accounting Stream) 企业管治 (Corporate Governance) 商业经济学 (Economics for Business) 财务管理 (Financial Management) 商务和公司相关法律 (Law Relating to Business and Companies) 高级税务 (Advanced Taxation) 财务管理会计 (Financial and Management Accounting) 财务报表 (Financial Reporting) 成本会计和管理会计 (Cost and Management Accounting) 公司会计 (Corporate Accounting) 审计 (Auditing ) 会计信息系统 (Accounting Information Systems) 定量决策方法 (Quantitative Decision Making Techniques) 商业道德 (Business Ethics for Professional Accountants and Company Secretaries ) 战略管理会计 (Strategic Management Accounting ) 公司和证券法规与实践 (Companies and Securities Regulations and Practice)",,hongkong,香港城市大学_专业会计与企业管治理学硕士.json
香港大学,教育学硕士（中国语文教育）,Master of Education (Chinese Language Education),"社科,教育,教育学院",专业方向: 教育 入学时间: 9月 项目时长: 1年 项目学费: 229800港币/年,具有学士学位或同等学历,香港大学教育学硕士（中国语文教育）项目旨在为教师、语言教育工作者和教师教育工作者提供中国语言学和语言教育的理论知识和最新研究进展，提高他们的教学技能。此外，该专业亦旨在促进香港语言教育相关的研究。,{{ per_lang.name }},"教育问题与研究 (Educational Issues and Research) 中国语文教育：评估 (Assessment in Chinese Language Education) 中文阅读理解教学理论与实践 (Chinese Reading Comprehension Instruction: Theories and Practices) 心理语言学及中国语文学习过程 (Psycholinguistics and the Chinese Language Learning Process) 中国语文课程与校本课程的应用 (The Chinese Language Curriculum and Its School-based Application) 统计方法概论 (Introduction to Statistical Methods) 定性研究方法：研究设计、数据收集与分析 (Qualitative Methods: Research Design, Data Collection and Analysis) 教育中的叙述分析 (Narrative Analysis in Education) 研究项目或专业作品集 (Research Project or Professional Portfolio)",,hongkong,香港大学_教育学硕士（中国语文教育）.json
